_id,tipo,situacao,data,hora,bairro,endereco,numero,complemento,natureza,descricao,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas
4035,SEM VÍTIMA,FINALIZADA,2015-12-02T00:00:00,18:30:00.000,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,409,"NA ESQUINA DA DROGARIA BOMGI, EM FRENTE AO CLUBE DA MOTO",COLISÃO,COLISÃO ENTRE ONIBUS E AUTO S/V,1,,,,,1,,0,,0
4036,SEM VÍTIMA,FINALIZADA,2015-12-02T00:00:00,18:31:00.000,CAMPO GRANDE,RUA VISCONDE DE CAIRU,28,ANTES DO CLUB DAS PAZ,COLISÃO,DOIS AUTO,2,,,,,,,,,0
4037,SEM VÍTIMA,FINALIZADA,2015-12-02T00:00:00,14:41:00.000,SANTO ANTÔNIO,RUA DO SOL,,POR TRAZ DO TEATRO SANTA ISABEL,COLISÃO,COLISÃO ENTRE DOIS AUTOS SEM VÍTIMAS,2,,,,,,,,,0
4038,SEM VÍTIMA,FINALIZADA,2015-12-02T00:00:00,20:03:00.000,BOA VIAGEM,RUA CAPITAO ZUZINHA,,EM FRENTE A AUTO ESCOLA PILOTO,COLISÃO,COLISÃO ENTRE ONIBUS E AUTO S/V,1,,,,,1,,,,0
4039,COM VÍTIMA,CANCELADA,2015-12-02T00:00:00,14:42:00.000,COELHOS,RUA DOS COELHOS,450,EM FRENTE AO IMIP,ATROPELAMENTO,ENVOLVENDO UMA MOTO E UM PEDESTRE,,1,,,1,,,,,1
4040,SEM VÍTIMA,CANCELADA,2015-12-02T00:00:00,20:44:00.000,BOA VIAGEM,RUA CAPITAO ZUZINHA,,PROX AO DOMINIQUE PIZZA,COLISÃO,ONIBUS CRT X AUTO,1,,,,,1,,,,0
4041,SEM VÍTIMA,FINALIZADA,2015-12-02T00:00:00,20:10:00.000,BOA VIAGEM,AV BOA VIAGEM,,E/F AO SEMAFORO 148,COLISÃO,AUTO E MOTO,1,1,,,,,,,,0
4042,SEM VÍTIMA,FINALIZADA,2015-12-02T00:00:00,21:49:00.000,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,ENFR AO SHOPPING DE AUTOMOVES,COLISÃO,CAMINHÃO E AUTO OBS: VT DA CTTU 05 ESTA NO LOCAL OK!,1,,,,,,1,,,0
4043,SEM VÍTIMA,CANCELADA,2015-12-03T00:00:00,05:16:00.000,IBURA,AV SANTA FE,,TERMINAL DA UR 2,COLISÃO,AUTO X ONIBUS,1,,,,,1,,,,0
4044,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,07:02:00.000,SAN MARTIN,AV ENGENHEIRO ABDIAS DE CARVALHO,,"EM FRENTE DA CHESF,SENT/CENTRO",COLISÃO,COLISÃO SEM VITIMAS,2,,,,,,,,,0
4045,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,07:21:00.000,IBURA,AV DOIS RIOS,672,"EM FRENTE AO SEMAFORO 325,E SUPERMERCADO ECONOMIA",COLISÃO,COLISÃO SEM VITIMAS,,2,,,,,,,,0
4046,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,07:38:00.000,PINA,AV HERCULANO BANDEIRA,428,"E/F LOJA MAGRESS, NO LADO ESQUERDO DA VIA.",COLISÃO,SEM VÍTIMAS,2,,,,,,,,,0
4047,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,08:00:00.000,AFOGADOS,EST DOS REMEDIOS,520,PROX A DEFENSORIA  PUBLICA E/F AO DEPOSITO DE BEBIDAS,"",COLISÃO  SEM VITIMAS,2,,,,,,,,,0
4048,COM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,08:08:00.000,IBURA,AV DOIS RIOS,,NO SEMAFORO Nº325,COLISÃO,COL.C/VSET/SET. AV RECIFE,,2,,,,,,,,1
4049,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,08:11:00.000,CASA FORTE,RUA NESTOR SILVA,,"E/F A ENTRADA DO HIPER CASA FORTE, LADO ESQUERDO DA VIA.",COLISÃO,SEM VÍTIMAS,2,,,,,,,,,0
4050,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,08:24:00.000,PAISSANDU,AV GOVERNADOR AGAMENON MAGALHAES,,EM FRENTE AO EMPRESARIAL ISACC NEWTON,COLISÃO,"COLISÃO SEM VITIMA,GM HELIO VT 03 VAI FAZER O B.O",2,,,,,,,,,0
4051,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,08:43:00.000,MADALENA,RUA REAL DA TORRE,361,"E/F A CLÍNICA SCHOOL, NO LADO ESQUERDO DA VIA.( SEMÁFORO Nº 237)",COLISÃO,SEM VÍTIMAS,2,,,,,,,,,0
4052,SEM VÍTIMA,CANCELADA,2015-12-03T00:00:00,08:47:00.000,BOA VIAGEM,AV BOA VIAGEM,2941,CRUZ COM A PADRE BERNADINO PESSOA  E/F EDIFICO  GALERIA,COLISÃO,COLISÃO SEM VITIMAS,2,,,,,,,,,0
4053,COM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,09:26:00.000,SANTO ANTÔNIO,RUA SIQUEIRA CAMPOS,244,SENTIDO  CORREIOS   E/F A SECRETARIA DA POLICIA CIVIL,COLISÃO,COLISÃO COM 1 VITIMA A ESPERA DO SAMU,1,,,,,1,,,,1
4054,COM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,09:41:00.000,MADALENA,AV BEIRA RIO,1041,EM FRENTE DO EDF/ ENGENHO MADALENA,COLISÃO,COL.C/V,1,1,,,,,,,,1
4055,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,09:45:00.000,BOA VIAGEM,RUA ERNESTO DE PAULA SANTOS,,DE ESQUINA COM A  DOMINGOS  FERREIRA E/F A PIZZARIA  ITALIA,COLISÃO,COLISÃO SEM VITIMAS,1,1,,,,,,,,0
4056,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,09:47:00.000,BOA VIAGEM,AV CONSELHEIRO AGUIAR,2941,"E/F AO EDF GALERIA, NO LADO DIREITO DA VIA.",COLISÃO,SEM VÍTIMAS,2,,,,,,,,,0
4057,COM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,09:47:00.000,JOANA BEZERRA,AV DES GUERRA BARRETO,,AO LADO DO FORUM ENTRADA NORTE,ATROPELAMENTO,"",1,,,,,,,,,1
4058,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,11:07:00.000,IPSEP,RUA JEAN EMILE FAVRE,539,EM FRENTE A SAÍDA DO ESTACIONAMENTO DA FACULDADE  BOA VIAGEM,COLISÃO,COLISÃO SEM VITIMAS,1,1,,,,,,,,0
4059,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,11:08:00.000,AREIAS,AV RECIFE,,APOS  O HOSPITAL DE AREIAS EM BAIXO DO SEMAFORO 617,COLISÃO,COLISÃO SEM VITIMAS,2,,,,,,,,,0
4060,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,11:16:00.000,LINHA DO TIRO,RUA URIEL DE HOLANDA,1242,EM FRENTE A IGREJA BATISTA  DE LINHA DO TIRO,COLISÃO,COLISÃO SEM VITIMAS,1,1,,,,,,,,0
4061,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,11:23:00.000,CAXANGÁ,AV CAXANGA,,SOB O SEMÁFARO 281,COLISÃO,COLISÃO SEM VITIMAS,1,1,,,,,,,,0
4062,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,11:24:00.000,BONGI,RUA MARIA AUGUSTA,519,E/F A SECRETARIA DE SAÚDE,COLISÃO,SEM VÍTIMAS,2,,,,,,,,,0
4063,SEM VÍTIMA,CANCELADA,2015-12-03T00:00:00,11:25:00.000,JARDIM SÃO PAULO,AV RECIFE,,NO SEMAFORO Nº259,COLISÃO,"COL.S/V,SET.BOVIAGEM",1,,,,,,1,,,0
4064,SEM VÍTIMA,CANCELADA,2015-12-03T00:00:00,11:31:00.000,MADALENA,RUA JOSE BONIFACIO,,NO SEMAFORO Nº576,COLISÃO,COL.S/V SET/AFOGADO,2,,,,,,,,,0
4065,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,11:39:00.000,PARNAMIRIM,AV CONS ROSA E SILVA,2646,EM FRENTE AO EMPORO AVIAMENTO,COLISÃO,COL.S/V,1,,,,,,,,1,0
4066,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,12:27:00.000,SANTO AMARO,AV CRUZ CABUGA,,"E/F SHOPPING TACARUNA, SENTIDO OLINDA, E/F AO CLUBE DOS CISNES",COLISÃO,01 ONIBUS 01 AUTO,1,,,,,1,,,,0
4067,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,12:56:00.000,TORRE,RUA CANTORA CLARA NUNES,1,AO IGREJA CATÓLICA E ECOPONTO DA EMLURB,COLISÃO,01 AUTO 01 CAMINHAO COLETOR,2,,,,,,1,,,0
4068,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,13:45:00.000,BOA VISTA,RUA DO PROGRESSO,269,PROX  A ALTINO VENTURA  / GALERIA ESQUINA PROGRESSO EM FRENTE,COLISÃO,DOIS AUTOS,2,,,,,,,,,0
4069,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,13:08:00.000,CIDADE UNIVERSITÁRIA,RUA PROFESSOR ANTONIO COELHO,,LATERAL DA CAXANGÁ VEÍCULOS,COLISÃO,01 AUTO 01 MINI CAMINHÃO,1,,,,,,1,,,0
4070,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,13:16:00.000,BOA VIAGEM,AV CONSELHEIRO AGUIAR,2814,CRUZAMENTO COM A RUA TENENTE JÔAO CÍCERO,COLISÃO,ONIBUS E AUTO,1,,,,,1,,,,0
4071,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,13:26:00.000,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,E/F DO ITAU S/T AFOGADOS,COLISÃO,COLISAO ONIBUS E AUTO S/V,1,,,,,1,,,,0
4072,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,13:44:00.000,BEBERIBE,AV BEBERIBE,,E/F CANAL DA CONSTRUÇÃO,COLISÃO,02 AUTOS,2,,,,,,,,,0
4073,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,14:01:00.000,CASA FORTE,AV DEZESSETE DE AGOSTO,1139,EM FRENTE  AGUA HOME,COLISÃO,ONIBUS E DOIS AUTOS,2,,,,,1,,,,0
4074,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,14:07:00.000,ESTÂNCIA,AV RECIFE,,APOS O MAKRO S/T AEROPORTO NO SERMAFORO 247,COLISÃO,COLISAO DE DOIS AUTOS S/V,2,,,,,,,,,0
4075,COM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,14:37:00.000,JORDÃO,AV MARIA IRENE,184,"",COLISÃO,"",,2,,,,,,,,1
4076,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,14:54:00.000,PINA,AV ANTONIO DE GOES,62,AO LADO DO MUSTANG,FISCALIZAÇÃO,VARIOS VEICULOS ESTACIONADOS NO PONTO DE TAXI,1,1,,,,,,,,0
4077,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,15:19:00.000,BOA VIAGEM,RUA PROFESSOR AUGUSTO LINS E SILVA,52,"ENTRADA DO VIADUTO, E/F AO RESTAURANTE BARGAÇO",COLISÃO,01 AUTO 01 MOTO,,,,,,,,,,0
4078,COM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,15:22:00.000,BOA VIAGEM,RUA BRUNO VELOSO,,SEMÁFORO 335 / SAIDA SHOPPING RECIFE,COLISÃO,COL.C/V,1,1,,,,,,,,1
4079,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,15:31:00.000,BOA VISTA,RUA BARAO DE SAO BORJA,279,EM FRENTE AO COLEGIO PEDRO AUGUSTO,COLISÃO,COL.S/V,2,,,,,,,,,0
4080,COM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,15:43:00.000,BOA VISTA,AV CONDE DA BOA VISTA,,EM FRENTE AO ATACADO DOS PRESENTES,COLISÃO,COLISÃO DE TRES VEÍCULOS COM VÍTIMAS,,,,,,,,,,15
4081,COM VÍTIMA,CANCELADA,2015-12-03T00:00:00,15:43:00.000,BOA VISTA,AV CONDE DA BOA VISTA,,EM FRENTE AO ATACADO DOS PRESENTES,COLISÃO,COLISÃO DE TRES VEÍCULOS COM VITÍMAS,,,,,,,,,,
4082,SEM VÍTIMA,EM ATENDIMENTO,2015-12-03T00:00:00,18:01:00.000,BOA VISTA,AV GOVERNADOR AGAMENON MAGALHAES,,CRUZAMENTO COM DOM BOSCO,COLISÃO,ONIBUS E AUTO FOX,1,,,,,1,,,,0
4083,SEM VÍTIMA,EM ATENDIMENTO,2015-12-03T00:00:00,18:12:00.000,IPSEP,AV RECIFE,,PROX AO BOM PREÇO SENTIDO CEASA E HOSPITAL PAM DE AREIAS,COLISÃO,DOIS AUTO,2,,,,,,,,,0
4084,SEM VÍTIMA,EM ATENDIMENTO,2015-12-03T00:00:00,18:41:00.000,BOA VIAGEM,RUA ERNESTO DE PAULA SANTOS,,"EM FRENTE AO POSTO BR, SAIDA DO CARREFOUR",COLISÃO,COLISÃO ENTRE DOIS AUTO S/V,2,,,,,,,,,0
4085,COM VÍTIMA,EM ATENDIMENTO,2015-12-03T00:00:00,18:47:00.000,BOA VISTA,AV GOVERNADOR AGAMENON MAGALHAES,,SEMAFORO 075,COLISÃO,COLISÃO ENTRE MOTO E AUTO C/V,1,1,,,,,,,,1
4086,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,18:54:00.000,CASA AMARELA,AV NORTE,5121,ENFR AO REI DA PICANHA SENTIDO CIDADE,CHOQUE,TAXI E GELO BAIANO,1,,,,,,,,,0
4087,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,19:22:00.000,ESPINHEIRO,RUA SAO SALVADOR,60,PROX AO CLUB PORTUGUES E UNIMED PEDIATRICA,COLISÃO,DOIS AUTO,2,,,,,,,,,0
4088,SEM VÍTIMA,FINALIZADA,2015-12-03T00:00:00,19:50:00.000,SANTO AMARO,AV CRUZ CABUGA,,ENFR A CASA DA INDUSTRIA,COLISÃO,DOIS AUTO,2,,,,,,,,,0
4089,COM VÍTIMA,CANCELADA,2015-12-04T00:00:00,04:24:00.000,CAMPO GRANDE,AV GOVERNADOR AGAMENON MAGALHAES,,EM FRENTE AO INSTITUTO DE CRIMINALÍSTICA,CHOQUE,CONDUTOR PERDEU O CONTROLE E CHOCOU-SE COM O POSTE,,1,,,,,,,,1
4090,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,05:14:00.000,ILHA DO RETIRO,AV BEIRA RIO,,AO LADO DA ILHA DO RETIRO // DESCIDA DO VIADUTO CHICO SCIENCE,COLISÃO,COLISÃO ENTRE DOIS AUTO S/V,2,,,,,,,,,0
4091,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,06:43:00.000,BOA VIAGEM,AV CONSELHEIRO AGUIAR,200,E/F  A   ACADEMIA  HI,COLISÃO,COLISÃO SEM VITIMAS,1,,,,,1,,,,0
4092,SEM VÍTIMA,CANCELADA,2015-12-04T00:00:00,08:04:00.000,CAXANGÁ,AV CAXANGA,,AO LADO DA INTRGRAÇÃO / SEMÁFORO 232,COLISÃO,ONIBUS BRT / AUTO,1,,,,,1,,,,0
4093,SEM VÍTIMA,CANCELADA,2015-12-04T00:00:00,08:10:00.000,BOA VISTA,AV CONDE DA BOA VISTA,,CRUZ COM A GONÇALVES  MAIA E/F  AO POSTO DE GASOLINA SHELL,COLISÃO,COLISÃO  SEM VITIMAS,1,,,,,1,,,,0
4094,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,08:12:00.000,IPSEP,RUA JEAN EMILE FAVRE,422,EM FRNTE A FACULDADE PERNAMBUCANA DE SAÚDE,COLISÃO,~COLISÃO SEM VITIMAS,1,1,,,,,,,,0
4095,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,08:14:00.000,BOA VIAGEM,AV BOA VIAGEM,3906,COM RIBERO DE BRITO,COLISÃO,MOTO E AUTO,1,1,,,,,,,,0
4096,COM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,08:19:00.000,TORRE,RUA PADRE ANCHIETA,578,CRUZAMENTO COM A RUA DAVINO PONTUAL,COLISÃO,"COLISÃO  COM VITIMAS,VEICULOS FORAM RETIRADOS DO LOCAL",1,1,,,,,,,,1
4097,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,09:17:00.000,ESPINHEIRO,RUA DO ESPINHEIRO,,CRUZAMENTO COM A RUA QUARENTA E OITO - SEMÁFORO.166,COLISÃO,COLISÃO ENTRE DOIS AUTO S/V,,,,,,,,,,0
4098,COM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,09:33:00.000,AFOGADOS,RUA COSME VIANA,,EM FRENTE A PORTO SEGURO,COLISÃO,COLISÃO COM VITIMA ENTRE AUTO E MOTO,1,1,,,,,,,,1
4099,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,09:40:00.000,ENCRUZILHADA,"",,PROX A  FARMACIA  CIDADE E/F A CASA  LOTERICA  VALE  OURO,COLISÃO,COLISÃO  SEM VITIMAS,1,1,,,,,,,,0
4100,SEM VÍTIMA,EM ATENDIMENTO,2015-12-04T00:00:00,09:50:00.000,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,4805,EM FRENTE A MARTELINHO DE OURO SENT/AEROPORTO CIDADE,COLISÃO,COLISÃO SEM VITIMAS,2,,,,,,,,,0
4101,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,09:44:00.000,GRAÇAS,AV RUI BARBOSA,,E/F A PHARMAPELE,COLISÃO,COLISÃO ENTRE 2 AUTOS E 1 MOTO,2,1,,,,,,,,0
4102,SEM VÍTIMA,CANCELADA,2015-12-04T00:00:00,09:48:00.000,HIPÓDROMO,RUA FONSECA OLIVEIRA,,SEMÁFORO 504,COLISÃO,MOTO E AUTO / VT 11  GM LIMA NO QTH,1,1,,,,,,,,0
4103,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,10:20:00.000,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,EM FRENTE AO POSTO BR NO ACOSTAMENTO/ SENT  CIDADE,COLISÃO,DOIS AUTO,2,,,,,,,,,0
4104,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,10:26:00.000,APIPUCOS,RUA DR PEDRO CORREA,31,RUA EM FRENTE  AO ARCÁDIA,COLISÃO,TRES AUTOS,3,,,,,,,,,0
4105,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,10:36:00.000,TORRE,RUA REAL DA TORRE,708,EM FRENTE AO D AVILA,COLISÃO,COLISÃO SEM VITIMAS,2,1,,,,,,,,0
4106,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,10:43:00.000,BOA VIAGEM,RUA PADRE CARAPUCEIRO,777,"NO ESTACIONAMENTO DO SHOPPING RECIFE, PROXÍMO A MCDONALD´S",COLISÃO,2 AUTOS,2,,,,,,,,,0
4107,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,10:59:00.000,ESPINHEIRO,RUA AMELIA,80,E/F DO ESPINHEIRO SHOPING,COLISÃO,COLISAO DE DOIS AUTOS S/V,2,,,,,,,,,0
4108,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,11:09:00.000,AFLITOS,RUA QUARENTA E OITO,261,EM FRENTE AO EDIFICIO MARIA BETÂNIA,COLISÃO,1 AUTO E 1 MOTO,1,1,,,,,,,,0
4109,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,11:12:00.000,ESPINHEIRO,RUA AMELIA,,SEMAFORO195 CRUZAMENTO COM A RUA DO ESPINHEIRO,COLISÃO,COLISÃO SEM VITIMAS,2,,,,,,,,,0
4110,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,11:16:00.000,BAIRRO DO RECIFE,AV MILITAR,,"EM FRENTE AO POSTO SHELL,SENT/AV NORTE",COLISÃO,COLISÃO SEM VITIMAS,1,,,,,1,,,,0
4111,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,11:17:00.000,CAXANGÁ,AV CAXANGA,185,EM FRENTE A FARMACIA PAGUE MENOS/ SENTIDO MADALENA,COLISÃO,3 AUTOS,3,,,,,,,,,0
4112,SEM VÍTIMA,CANCELADA,2015-12-04T00:00:00,11:23:00.000,PAISSANDU,RUA PAISSANDU,632,EM FRENTE AO COLEGIO GGE E BANCO BRADESCO,COLISÃO,COLISÃO SEM VITIMAS,2,,,,,,,,,0
4113,COM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,11:50:00.000,MADALENA,RUA JOSE OSORIO,,CRUZ COM VISCONCONDE DE ALBUQUERQUE,COLISÃO,COLISÃO COM VITIMA ENTRE AUTO E MOTO,1,1,,,,,,,,1
4114,SEM VÍTIMA,CANCELADA,2015-12-04T00:00:00,11:57:00.000,ARRUDA,AV BEBERIBE,1021,EM FRENTE AO POSTO BR,COLISÃO,COLISÃO COM  UM CAMINHÃO DO CORPO DE BOMBEIROS E UM AUTO-PASSEIO,1,,,,,,1,,,0
4115,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,12:05:00.000,PARNAMIRIM,RUA DA ESTRELA,,"EM FRENTE AO PÃO DE AÇUCAR ,SEMAFORO 613",COLISÃO,COLISÃO SEM VITIMAS,2,,,,,,,,,0
4116,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,12:07:00.000,IMBIRIBEIRA,RUA PAMPULHA,,POR TRAS DA LOJA EUROVIA SEMINOVOS,COLISÃO,AUTO MOTO,1,1,,,,,,,,0
4117,SEM VÍTIMA,CANCELADA,2015-12-04T00:00:00,12:07:00.000,SANTO AMARO,AV CRUZ CABUGA,,CRUZAMENTO COM AV NORTE,COLISÃO,COLISÃO ENTRE ÔNIBUS E VT GCMR,1,,,,,1,,,,0
4118,SEM VÍTIMA,CANCELADA,2015-12-04T00:00:00,12:51:00.000,BOA VIAGEM,RUA MARIA CAROLINA,59,PROX. AO HOTEL E SUITE NOBILE 1,COLISÃO,COLISAO SEM VITIMA,2,,,,,,,,,0
4119,SEM VÍTIMA,CANCELADA,2015-12-04T00:00:00,13:08:00.000,GRAÇAS,RUA DAS CREOULAS,344,EM FRENTE A FARMACIA QUATRO CANTOS,COLISÃO,COLISÃO SEM VITIMAS,2,,,,,,,,,0
4120,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,13:11:00.000,ESPINHEIRO,AV GOVERNADOR AGAMENON MAGALHAES,,"EM FRENTE AO BANCO SANTANDÉ, NO SEMÁFORO 78, SENT. BOA VIAGEM",ENGAVETAMENTO,ENGAVETAMENTO DE 4 AUTOS,4,,,,,,,,,0
4121,SEM VÍTIMA,CANCELADA,2015-12-04T00:00:00,13:14:00.000,VASCO DA GAMA,RUA VASCO DA GAMA,,"ENTRADA COM AVENIDA NORTE, SENTIDO SUBÚRBIO",COLISÃO,01 AUTO 01 ONIBUS,1,,,,,1,,,,0
4122,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,13:55:00.000,AFOGADOS,RUA SAO MIGUEL,,APOS O BANCO DO BRASIL E EM FRENTE AO POSTO DE GASOLINA,COLISÃO,COLISAO SEM VITIMA,1,,,,,1,,,,0
4123,SEM VÍTIMA,CANCELADA,2015-12-04T00:00:00,14:05:00.000,BAIRRO DO RECIFE,C SANTA RITA,270,EM FRENTE DO ATACADÃO AURORA,COLISÃO,CCOLISÃO SEM VITIMA,1,,,,,,1,,,0
4124,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,14:58:00.000,ARRUDA,RUA DO MACHADO,,NA ESQUINA DA IGREJA SANTO ANTONIO,COLISÃO,VIATURA  NO LOCAL 08,2,,,,,,,,,0
4125,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,15:00:00.000,IMBIRIBEIRA,RUA DEZ DE JULHO,,"SEMAFORO 322,EMBAIXO DO PONTILHÃO",COLISÃO,COLISÃO SEM VITIMAS,2,,,,,,,,,0
4126,SEM VÍTIMA,CANCELADA,2015-12-04T00:00:00,15:22:00.000,BAIRRO DO RECIFE,RUA DO PEIXOTO,,APOS A ESTACAO RECIFE A ESQUERDA,COLISÃO,COLISAO SEM VITIMA,1,,,,,1,,,,0
4127,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,15:26:00.000,CORDEIRO,RUA MAURICIO DE NASSAU,,PARALELA COM AV CAXANGÁ E/F DO GOE,COLISÃO,COLISAO DE DOIS AUTOS S/V,2,,,,,,,,,0
4128,SEM VÍTIMA,EM ATENDIMENTO,2015-12-04T00:00:00,15:36:00.000,GRAÇAS,RUA AMELIA,,COM RUI BORBOSA NO SEMAFORO 048,COLISÃO,COLISAO DE DOIS AUTOS S/V,2,,,,,,,,,0
4129,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,15:50:00.000,PINA,AV ANTONIO DE GOES,820,AO LADO DO DENIT,COLISÃO,COLISÃO SEM VITIMAS,1,,,,,1,,,,0
4130,COM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,16:17:00.000,IPSEP,RUA JEAN EMILE FAVRE,,EM FRENTE A DELEGACIA,COLISÃO,COLISÃO ENTRE AUTO E MOTO COM LESÕES,1,1,,,,,,,,1
4131,SEM VÍTIMA,CANCELADA,2015-12-04T00:00:00,16:19:00.000,DOIS IRMÃOS,RUA MANUEL DE MEDEIROS,109,EM FRENTE A ESCOLA ESTADUAL LIONS DE PARNAMIRIM E A LOJA NORDESTE FRIU,COLISÃO,AUTO MOTO,1,1,,,,,,,,0
4132,COM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,16:26:00.000,IMBIRIBEIRA,RUA ARQUITETO LUIZ NUNES,956,PROX DA GVT S/T  CID,COLISÃO,COLISAO DE AUTO E MOTO COM UMA VITIMA,1,1,,,,,,,,1
4133,SEM VÍTIMA,CANCELADA,2015-12-04T00:00:00,17:17:00.000,PINA,AV REPUBLICA DO LIBANO,,"DENTRO DO ESTACIONAMENTO DO RIO MAR,SEGUNDO ACESSO PORTÃO B",COLISÃO,COLISÃO SEM VITIMAS,2,,,,,,,,,0
4134,SEM VÍTIMA,CANCELADA,2015-12-04T00:00:00,17:20:00.000,BOA VIAGEM,AV CHARLES DARWIN,70,APOS A LOJA DISMAD A PRIMEIRA RUA A DIREITA,COLISÃO,COLISAO SEM VITIMA,2,,,,,,,,,0
4135,COM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,17:26:00.000,IBURA,AV DOIS RIOS,,PROX A POLICLINICA DO IBURA,COLISÃO,"CAMINHAO MOTO, SEMAFORO 351",,1,,,,,1,,,2
4136,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,17:31:00.000,ESPINHEIRO,AV NORTE,,"SENTIDO CID/SUB APÓS O VIADUTO DA JOÃO DE BARROS, AO LADO PLACA BRILUX (RUA TORREÃO)",COLISÃO,02 AUTOS,2,,,,,,,,,0
4137,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,18:14:00.000,AFOGADOS,RUA DA PAZ,91,NA DECIDA DA PONTE PROX ELDORADO,COLISÃO,ONIBUS VERA CRUZ E AUTO ESTÃO COMPLETAMENTE PRESO UM AO OUTO NO MEIO DA VIA,1,,,,,1,,,,0
4138,SEM VÍTIMA,FINALIZADA,2015-12-04T00:00:00,18:22:00.000,CORDEIRO,RUA ODETE MONTEIRO,250,PROX AO REI DA CHARQUE E NA RUA DO HPP,COLISÃO,KOMBI X AUTO,2,,,,,,,,,0
